      5.0000       255.4585
      5.2500       295.7251
      5.5000       340.0152
      5.7500       388.5204
      6.0000       441.4322
      6.2500       498.9423
      6.5000       561.2422
      6.7500       628.5236
      7.0000       700.9780
      7.2500       778.7970
      7.5000       862.1723
      7.7500       951.2953
      8.0000      1046.3578
      8.2500      1147.5513
      8.5000      1255.0674
      8.7500      1369.0976
      9.0000      1489.8337
      9.2500      1617.4671
      9.5000      1752.1895
      9.7500      1894.1925
     10.0000      2043.6676
     10.2500      2200.8065
     10.5000      2365.8007
     10.7500      2538.8419
     11.0000      2720.1216
     11.2500      2909.8314
     11.5000      3108.1630
     11.7500      3315.3079
     12.0000      3531.4577
     12.2500      3756.8039
     12.5000      3991.5383
     12.7500      4235.8524
     13.0000      4489.9378
     13.2500      4753.9860
     13.5000      5028.1887
     13.7500      5312.7375
     14.0000      5607.8240
     14.2500      5913.6397
     14.5000      6230.3762
     14.7500      6558.2252
     15.0000      6897.3782
     15.2500      7248.0269
     15.5000      7610.3628
     15.7500      7984.5775
     16.0000      8370.8626
     16.2500      8769.4097
     16.5000      9180.4104
     16.7500      9604.0563
     17.0000     10040.5390
     17.2500     10490.0501
     17.5000     10952.7812
     17.7500     11428.9238
     18.0000     11918.6696
     18.2500     12422.2101
     18.5000     12939.7370
     18.7500     13471.4419
     19.0000     14017.5162
     19.2500     14578.1517
     19.5000     15153.5400
     19.7500     15743.8725
     20.0000     16349.3410
     20.2500     16970.1370
     20.5000     17606.4520
     20.7500     18258.4778
     21.0000     18926.4059
     21.2500     19610.4278
     21.5000     20310.7352
     21.7500     21027.5197
     22.0000     21760.9729
     22.2500     22511.2863
     22.5000     23278.6515
     22.7500     24063.2602
     23.0000     24865.3040
     23.2500     25684.9744
     23.5000     26522.4630
     23.6003     26865.5300
     23.7500     26865.5300
     24.0000     26865.5300
     24.2500     26865.5300
     24.5000     26865.5300
     24.7500     26865.5300
     25.0000     26865.5300
     25.2500     26865.5300
     25.5000     26865.5300
     25.7500     26865.5300
     26.0000     26865.5300
     26.2500     26865.5300
     26.5000     26865.5300
     26.7500     26865.5300
     27.0000     26865.5300
     27.2500     26865.5300
     27.5000     26865.5300
     27.7500     26865.5300
     28.0000     26865.5300
     28.2500     26865.5300
     28.5000     26865.5300
     28.7500     26865.5300
     29.0000     26865.5300
     29.2500     26865.5300
     29.5000     26865.5300
     29.7500     26865.5300
     30.0000     26865.5300
     30.2500     26865.5300
     30.5000     26865.5300
     30.7500     26865.5300
     31.0000     26865.5300
     31.2500     26865.5300
     31.5000     26865.5300
     31.7500     26865.5300
     32.0000     26865.5300
     32.2500     26865.5300
     32.5000     26865.5300
     32.7500     26865.5300
     33.0000     26865.5300
     33.2500     26865.5300
     33.5000     26865.5300
     33.7500     26865.5300
     34.0000     26865.5300
     34.2500     26865.5300
     34.5000     26865.5300
     34.7500     26865.5300
     35.0000     26865.5300
     35.2500     26865.5300
     35.5000     26865.5300
     35.7500     26865.5300
     36.0000     26865.5300
     36.2500     26865.5300
     36.5000     26865.5300
     36.7500     26865.5300
     37.0000     26865.5300
     37.2500     26865.5300
     37.5000     26865.5300
     37.7500     26865.5300
     38.0000     26865.5300
     38.2500     26865.5300
     38.5000     26865.5300
     38.7500     26865.5300
     39.0000     26865.5300
     39.2500     26865.5300
     39.5000     26865.5300
     39.7500     26865.5300
     40.0000     26865.5300
     40.2500     26865.5300
     40.5000     26865.5300
     40.7500     26865.5300
     41.0000     26865.5300
     41.2500     26865.5300
     41.5000     26865.5300
     41.7500     26865.5300
     42.0000     26865.5300
     42.2500     26865.5300
     42.5000     26865.5300
     42.7500     26865.5300
     43.0000     26865.5300
     43.2500     26865.5300
     43.5000     26865.5300
     43.7500     26865.5300
     44.0000     26865.5300
     44.2500     26865.5300
     44.5000     26865.5300
     44.7500     26865.5300
     45.0000     26865.5300
     45.2500     26865.5300
     45.5000     26865.5300
     45.7500     26865.5300
     46.0000     26865.5300
     46.2500     26865.5300
     46.5000     26865.5300
     46.7500     26865.5300
     47.0000     26865.5300
     47.2500     26865.5300
     47.5000     26865.5300
     47.7500     26865.5300
     48.0000     26865.5300
     48.2500     26865.5300
     48.5000     26865.5300
     48.7500     26865.5300
     49.0000     26865.5300
     49.2500     26865.5300
     49.5000     26865.5300
     49.7500     26865.5300
     50.0000     26865.5300
     50.2500     26865.5300
     50.5000     26865.5300
     50.7500     26865.5300
     51.0000     26865.5300
     51.2500     26865.5300
     51.5000     26865.5300
     51.7500     26865.5300
     52.0000     26865.5300
     52.2500     26865.5300
     52.5000     26865.5300
     52.7500     26865.5300
     53.0000     26865.5300
     53.2500     26865.5300
     53.5000     26865.5300
     53.7500     26865.5300
     54.0000     26865.5300
     54.2500     26865.5300
     54.5000     26865.5300
     54.7500     26865.5300
     55.0000     26865.5300
     55.2500     26865.5300
     55.5000     26865.5300
     55.7500     26865.5300
     56.0000     26865.5300
     56.2500     26865.5300
     56.5000     26865.5300
     56.7500     26865.5300
     57.0000     26865.5300
     57.2500     26865.5300
     57.5000     26865.5300
     57.7500     26865.5300
     58.0000     26865.5300
     58.2500     26865.5300
     58.5000     26865.5300
     58.7500     26865.5300
     59.0000     26865.5300
     59.2500     26865.5300
     59.5000     26865.5300
     59.7500     26865.5300
     60.0000     26865.5300
